pair,separation_per_unit_direct,separation_per_unit_resolved,resolved_over_direct,bayes_direct_at_unit,bayes_resolved_at_unit,construction,freeze_sha256
0,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
1,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
2,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
3,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
4,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
5,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
6,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
7,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
8,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
9,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
10,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
11,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
12,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
13,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
14,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
15,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
16,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
17,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
18,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
19,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
20,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
21,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
22,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
23,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
24,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
25,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
